"Notes","Cancer Sites","Cancer Sites Code","Year","Year Code","Sex","Sex Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Splenic Flexure","21046","1999","1999","Female","F",1801,140394214,1.2,1.1,1.2,1.3,1.2,1.3
,"Splenic Flexure","21046","1999","1999","Male","M",1915,135067134,1.7,1.6,1.8,1.4,1.4,1.5
,"Splenic Flexure","21046","2000","2000","Female","F",1781,141865770,1.1,1.1,1.2,1.3,1.2,1.3
,"Splenic Flexure","21046","2000","2000","Male","M",2046,136692444,1.8,1.7,1.8,1.5,1.4,1.6
,"Splenic Flexure","21046","2001","2001","Female","F",1719,143603977,1.1,1.0,1.1,1.2,1.1,1.3
,"Splenic Flexure","21046","2001","2001","Male","M",1902,138511984,1.6,1.5,1.7,1.4,1.3,1.4
,"Splenic Flexure","21046","2002","2002","Female","F",1755,144919222,1.1,1.0,1.1,1.2,1.2,1.3
,"Splenic Flexure","21046","2002","2002","Male","M",1977,139847290,1.6,1.6,1.7,1.4,1.4,1.5
,"Splenic Flexure","21046","2003","2003","Female","F",1693,147679036,1.0,1.0,1.1,1.1,1.1,1.2
,"Splenic Flexure","21046","2003","2003","Male","M",2019,142428897,1.6,1.5,1.7,1.4,1.4,1.5
,"Splenic Flexure","21046","2004","2004","Female","F",1686,148977286,1.0,1.0,1.1,1.1,1.1,1.2
,"Splenic Flexure","21046","2004","2004","Male","M",1984,143828012,1.5,1.5,1.6,1.4,1.3,1.4
,"Splenic Flexure","21046","2005","2005","Female","F",1670,150213467,1.0,0.9,1.0,1.1,1.1,1.2
,"Splenic Flexure","21046","2005","2005","Male","M",1868,145099195,1.4,1.4,1.5,1.3,1.2,1.3
,"Splenic Flexure","21046","2006","2006","Female","F",1630,151732647,0.9,0.9,1.0,1.1,1.0,1.1
,"Splenic Flexure","21046","2006","2006","Male","M",1776,146647265,1.3,1.3,1.4,1.2,1.2,1.3
,"Splenic Flexure","21046","2007","2007","Female","F",1572,153166353,0.9,0.9,0.9,1.0,1.0,1.1
,"Splenic Flexure","21046","2007","2007","Male","M",1848,148064854,1.3,1.3,1.4,1.2,1.2,1.3
,"Splenic Flexure","21046","2008","2008","Female","F",1514,154604015,0.8,0.8,0.9,1.0,0.9,1.0
,"Splenic Flexure","21046","2008","2008","Male","M",1734,149489951,1.2,1.2,1.3,1.2,1.1,1.2
,"Splenic Flexure","21046","2009","2009","Female","F",1475,155964075,0.8,0.8,0.9,0.9,0.9,1.0
,"Splenic Flexure","21046","2009","2009","Male","M",1687,150807454,1.2,1.1,1.2,1.1,1.1,1.2
,"Splenic Flexure","21046","2010","2010","Female","F",1386,157253830,0.7,0.7,0.8,0.9,0.8,0.9
,"Splenic Flexure","21046","2010","2010","Male","M",1651,152125599,1.1,1.1,1.2,1.1,1.0,1.1
,"Splenic Flexure","21046","2011","2011","Female","F",1371,158391404,0.7,0.7,0.8,0.9,0.8,0.9
,"Splenic Flexure","21046","2011","2011","Male","M",1584,153455676,1.0,1.0,1.1,1.0,1.0,1.1
,"Splenic Flexure","21046","2012","2012","Female","F",1310,159515612,0.7,0.6,0.7,0.8,0.8,0.9
,"Splenic Flexure","21046","2012","2012","Male","M",1583,154834274,1.0,1.0,1.1,1.0,1.0,1.1
,"Splenic Flexure","21046","2013","2013","Female","F",1245,160594100,0.6,0.6,0.7,0.8,0.7,0.8
,"Splenic Flexure","21046","2013","2013","Male","M",1531,156146649,1.0,0.9,1.0,1.0,0.9,1.0
,"Splenic Flexure","21046","2014","2014","Female","F",1279,161749260,0.6,0.6,0.7,0.8,0.7,0.8
,"Splenic Flexure","21046","2014","2014","Male","M",1547,157523496,0.9,0.9,1.0,1.0,0.9,1.0
,"Splenic Flexure","21046","2015","2015","Female","F",1314,162903023,0.7,0.6,0.7,0.8,0.8,0.9
,"Splenic Flexure","21046","2015","2015","Male","M",1589,158933091,0.9,0.9,1.0,1.0,1.0,1.1
,"Splenic Flexure","21046","2016","2016","Female","F",1319,164062463,0.7,0.6,0.7,0.8,0.8,0.8
,"Splenic Flexure","21046","2016","2016","Male","M",1529,160310087,0.9,0.8,0.9,1.0,0.9,1.0
,"Splenic Flexure","21046","2017","2017","Female","F",1192,165084845,0.6,0.5,0.6,0.7,0.7,0.8
,"Splenic Flexure","21046","2017","2017","Male","M",1495,161530177,0.9,0.8,0.9,0.9,0.9,1.0
,"Splenic Flexure","21046","2018","2018","Female","F",1222,165957528,0.6,0.6,0.6,0.7,0.7,0.8
,"Splenic Flexure","21046","2018","2018","Male","M",1571,162577729,0.9,0.8,0.9,1.0,0.9,1.0
,"Splenic Flexure","21046","2019","2019","Female","F",1289,166720399,0.6,0.6,0.7,0.8,0.7,0.8
,"Splenic Flexure","21046","2019","2019","Male","M",1513,163511718,0.8,0.8,0.9,0.9,0.9,1.0
,"Splenic Flexure","21046","2020","2020","Female","F",1215,167308759,0.6,0.5,0.6,0.7,0.7,0.8
,"Splenic Flexure","21046","2020","2020","Male","M",1488,164218174,0.8,0.8,0.9,0.9,0.9,1.0
,"Splenic Flexure","21046","2021","2021","Female","F",1320,167630750,0.6,0.6,0.6,0.8,0.7,0.8
,"Splenic Flexure","21046","2021","2021","Male","M",1650,164418227,0.9,0.8,0.9,1.0,1.0,1.1
,"Splenic Flexure","21046","2022","2022","Female","F",1324,168308005,0.6,0.6,0.7,0.8,0.7,0.8
,"Splenic Flexure","21046","2022","2022","Male","M",1649,164963406,0.9,0.8,0.9,1.0,1.0,1.0
,"Descending Colon","21047","1999","1999","Female","F",3045,140394214,2.0,1.9,2.0,2.2,2.1,2.2
,"Descending Colon","21047","1999","1999","Male","M",3427,135067134,3.0,2.9,3.1,2.5,2.5,2.6
,"Descending Colon","21047","2000","2000","Female","F",2940,141865770,1.9,1.8,1.9,2.1,2.0,2.1
,"Descending Colon","21047","2000","2000","Male","M",3373,136692444,2.9,2.8,3.0,2.5,2.4,2.6
,"Descending Colon","21047","2001","2001","Female","F",2998,143603977,1.9,1.8,2.0,2.1,2.0,2.2
,"Descending Colon","21047","2001","2001","Male","M",3379,138511984,2.8,2.7,2.9,2.4,2.4,2.5
,"Descending Colon","21047","2002","2002","Female","F",2986,144919222,1.9,1.8,1.9,2.1,2.0,2.1
,"Descending Colon","21047","2002","2002","Male","M",3423,139847290,2.8,2.7,2.9,2.4,2.4,2.5
,"Descending Colon","21047","2003","2003","Female","F",3017,147679036,1.8,1.8,1.9,2.0,2.0,2.1
,"Descending Colon","21047","2003","2003","Male","M",3387,142428897,2.7,2.6,2.8,2.4,2.3,2.5
,"Descending Colon","21047","2004","2004","Female","F",2999,148977286,1.8,1.7,1.9,2.0,1.9,2.1
,"Descending Colon","21047","2004","2004","Male","M",3439,143828012,2.6,2.6,2.7,2.4,2.3,2.5
,"Descending Colon","21047","2005","2005","Female","F",2839,150213467,1.7,1.6,1.7,1.9,1.8,2.0
,"Descending Colon","21047","2005","2005","Male","M",3347,145099195,2.5,2.4,2.6,2.3,2.2,2.4
,"Descending Colon","21047","2006","2006","Female","F",2795,151732647,1.6,1.6,1.7,1.8,1.8,1.9
,"Descending Colon","21047","2006","2006","Male","M",3337,146647265,2.4,2.4,2.5,2.3,2.2,2.4
,"Descending Colon","21047","2007","2007","Female","F",2782,153166353,1.6,1.5,1.7,1.8,1.7,1.9
,"Descending Colon","21047","2007","2007","Male","M",3385,148064854,2.4,2.4,2.5,2.3,2.2,2.4
,"Descending Colon","21047","2008","2008","Female","F",2881,154604015,1.6,1.6,1.7,1.9,1.8,1.9
,"Descending Colon","21047","2008","2008","Male","M",3271,149489951,2.3,2.2,2.4,2.2,2.1,2.3
,"Descending Colon","21047","2009","2009","Female","F",2647,155964075,1.5,1.4,1.5,1.7,1.6,1.8
,"Descending Colon","21047","2009","2009","Male","M",3133,150807454,2.1,2.1,2.2,2.1,2.0,2.2
,"Descending Colon","21047","2010","2010","Female","F",2664,157253830,1.5,1.4,1.5,1.7,1.6,1.8
,"Descending Colon","21047","2010","2010","Male","M",3137,152125599,2.1,2.0,2.2,2.1,2.0,2.1
,"Descending Colon","21047","2011","2011","Female","F",2697,158391404,1.5,1.4,1.5,1.7,1.6,1.8
,"Descending Colon","21047","2011","2011","Male","M",3292,153455676,2.1,2.1,2.2,2.1,2.1,2.2
,"Descending Colon","21047","2012","2012","Female","F",2545,159515612,1.4,1.3,1.4,1.6,1.5,1.7
,"Descending Colon","21047","2012","2012","Male","M",3140,154834274,2.0,1.9,2.1,2.0,2.0,2.1
,"Descending Colon","21047","2013","2013","Female","F",2611,160594100,1.4,1.3,1.4,1.6,1.6,1.7
,"Descending Colon","21047","2013","2013","Male","M",3192,156146649,2.0,1.9,2.0,2.0,2.0,2.1
,"Descending Colon","21047","2014","2014","Female","F",2662,161749260,1.4,1.3,1.4,1.6,1.6,1.7
,"Descending Colon","21047","2014","2014","Male","M",3307,157523496,2.0,1.9,2.0,2.1,2.0,2.2
,"Descending Colon","21047","2015","2015","Female","F",2789,162903023,1.4,1.4,1.5,1.7,1.6,1.8
,"Descending Colon","21047","2015","2015","Male","M",3169,158933091,1.9,1.8,1.9,2.0,1.9,2.1
,"Descending Colon","21047","2016","2016","Female","F",2731,164062463,1.4,1.3,1.4,1.7,1.6,1.7
,"Descending Colon","21047","2016","2016","Male","M",3197,160310087,1.8,1.8,1.9,2.0,1.9,2.1
,"Descending Colon","21047","2017","2017","Female","F",2670,165084845,1.3,1.3,1.4,1.6,1.6,1.7
,"Descending Colon","21047","2017","2017","Male","M",3238,161530177,1.8,1.7,1.9,2.0,1.9,2.1
,"Descending Colon","21047","2018","2018","Female","F",2612,165957528,1.3,1.2,1.3,1.6,1.5,1.6
,"Descending Colon","21047","2018","2018","Male","M",3272,162577729,1.8,1.7,1.9,2.0,1.9,2.1
,"Descending Colon","21047","2019","2019","Female","F",2644,166720399,1.3,1.2,1.3,1.6,1.5,1.6
,"Descending Colon","21047","2019","2019","Male","M",3256,163511718,1.8,1.7,1.8,2.0,1.9,2.1
,"Descending Colon","21047","2020","2020","Female","F",2339,167308759,1.1,1.1,1.2,1.4,1.3,1.5
,"Descending Colon","21047","2020","2020","Male","M",2902,164218174,1.6,1.5,1.6,1.8,1.7,1.8
,"Descending Colon","21047","2021","2021","Female","F",2613,167630750,1.3,1.2,1.3,1.6,1.5,1.6
,"Descending Colon","21047","2021","2021","Male","M",3234,164418227,1.7,1.7,1.8,2.0,1.9,2.0
,"Descending Colon","21047","2022","2022","Female","F",2653,168308005,1.3,1.2,1.3,1.6,1.5,1.6
,"Descending Colon","21047","2022","2022","Male","M",3187,164963406,1.7,1.6,1.8,1.9,1.9,2.0
,"Sigmoid Colon","21048","1999","1999","Female","F",14937,140394214,9.7,9.6,9.9,10.6,10.5,10.8
,"Sigmoid Colon","21048","1999","1999","Male","M",16928,135067134,14.6,14.4,14.9,12.5,12.3,12.7
,"Sigmoid Colon","21048","2000","2000","Female","F",14717,141865770,9.4,9.3,9.6,10.4,10.2,10.5
,"Sigmoid Colon","21048","2000","2000","Male","M",17258,136692444,14.6,14.4,14.8,12.6,12.4,12.8
,"Sigmoid Colon","21048","2001","2001","Female","F",14676,143603977,9.3,9.1,9.4,10.2,10.1,10.4
,"Sigmoid Colon","21048","2001","2001","Male","M",17049,138511984,14.1,13.9,14.3,12.3,12.1,12.5
,"Sigmoid Colon","21048","2002","2002","Female","F",14356,144919222,9.0,8.8,9.1,9.9,9.7,10.1
,"Sigmoid Colon","21048","2002","2002","Male","M",16725,139847290,13.5,13.3,13.8,12.0,11.8,12.1
,"Sigmoid Colon","21048","2003","2003","Female","F",14135,147679036,8.6,8.5,8.8,9.6,9.4,9.7
,"Sigmoid Colon","21048","2003","2003","Male","M",16603,142428897,13.0,12.8,13.2,11.7,11.5,11.8
,"Sigmoid Colon","21048","2004","2004","Female","F",13915,148977286,8.4,8.2,8.5,9.3,9.2,9.5
,"Sigmoid Colon","21048","2004","2004","Male","M",16432,143828012,12.6,12.4,12.8,11.4,11.3,11.6
,"Sigmoid Colon","21048","2005","2005","Female","F",13608,150213467,8.1,7.9,8.2,9.1,8.9,9.2
,"Sigmoid Colon","21048","2005","2005","Male","M",15831,145099195,11.8,11.6,12.0,10.9,10.7,11.1
,"Sigmoid Colon","21048","2006","2006","Female","F",13422,151732647,7.8,7.7,8.0,8.8,8.7,9.0
,"Sigmoid Colon","21048","2006","2006","Male","M",15637,146647265,11.3,11.2,11.5,10.7,10.5,10.8
,"Sigmoid Colon","21048","2007","2007","Female","F",13227,153166353,7.6,7.5,7.7,8.6,8.5,8.8
,"Sigmoid Colon","21048","2007","2007","Male","M",15467,148064854,10.9,10.7,11.1,10.4,10.3,10.6
,"Sigmoid Colon","21048","2008","2008","Female","F",12763,154604015,7.2,7.1,7.3,8.3,8.1,8.4
,"Sigmoid Colon","21048","2008","2008","Male","M",15441,149489951,10.6,10.5,10.8,10.3,10.2,10.5
,"Sigmoid Colon","21048","2009","2009","Female","F",12255,155964075,6.8,6.7,6.9,7.9,7.7,8.0
,"Sigmoid Colon","21048","2009","2009","Male","M",14766,150807454,9.9,9.7,10.1,9.8,9.6,10.0
,"Sigmoid Colon","21048","2010","2010","Female","F",11589,157253830,6.4,6.2,6.5,7.4,7.2,7.5
,"Sigmoid Colon","21048","2010","2010","Male","M",13920,152125599,9.1,8.9,9.3,9.2,9.0,9.3
,"Sigmoid Colon","21048","2011","2011","Female","F",11465,158391404,6.2,6.1,6.3,7.2,7.1,7.4
,"Sigmoid Colon","21048","2011","2011","Male","M",14028,153455676,9.0,8.8,9.1,9.1,9.0,9.3
,"Sigmoid Colon","21048","2012","2012","Female","F",11099,159515612,5.9,5.8,6.0,7.0,6.8,7.1
,"Sigmoid Colon","21048","2012","2012","Male","M",13751,154834274,8.6,8.4,8.7,8.9,8.7,9.0
,"Sigmoid Colon","21048","2013","2013","Female","F",11022,160594100,5.8,5.7,5.9,6.9,6.7,7.0
,"Sigmoid Colon","21048","2013","2013","Male","M",13931,156146649,8.4,8.3,8.6,8.9,8.8,9.1
,"Sigmoid Colon","21048","2014","2014","Female","F",11108,161749260,5.8,5.7,5.9,6.9,6.7,7.0
,"Sigmoid Colon","21048","2014","2014","Male","M",14136,157523496,8.4,8.2,8.5,9.0,8.8,9.1
,"Sigmoid Colon","21048","2015","2015","Female","F",10992,162903023,5.6,5.5,5.7,6.7,6.6,6.9
,"Sigmoid Colon","21048","2015","2015","Male","M",14230,158933091,8.2,8.1,8.3,9.0,8.8,9.1
,"Sigmoid Colon","21048","2016","2016","Female","F",11264,164062463,5.7,5.6,5.9,6.9,6.7,7.0
,"Sigmoid Colon","21048","2016","2016","Male","M",14312,160310087,8.1,8.0,8.2,8.9,8.8,9.1
,"Sigmoid Colon","21048","2017","2017","Female","F",11063,165084845,5.6,5.5,5.7,6.7,6.6,6.8
,"Sigmoid Colon","21048","2017","2017","Male","M",14468,161530177,8.0,7.9,8.2,9.0,8.8,9.1
,"Sigmoid Colon","21048","2018","2018","Female","F",11109,165957528,5.5,5.4,5.6,6.7,6.6,6.8
,"Sigmoid Colon","21048","2018","2018","Male","M",14515,162577729,7.9,7.8,8.1,8.9,8.8,9.1
,"Sigmoid Colon","21048","2019","2019","Female","F",11066,166720399,5.5,5.3,5.6,6.6,6.5,6.8
,"Sigmoid Colon","21048","2019","2019","Male","M",14545,163511718,7.8,7.7,8.0,8.9,8.8,9.0
,"Sigmoid Colon","21048","2020","2020","Female","F",9858,167308759,4.9,4.8,5.0,5.9,5.8,6.0
,"Sigmoid Colon","21048","2020","2020","Male","M",12807,164218174,6.8,6.7,7.0,7.8,7.7,7.9
,"Sigmoid Colon","21048","2021","2021","Female","F",11084,167630750,5.5,5.4,5.6,6.6,6.5,6.7
,"Sigmoid Colon","21048","2021","2021","Male","M",14686,164418227,7.7,7.6,7.9,8.9,8.8,9.1
,"Sigmoid Colon","21048","2022","2022","Female","F",10972,168308005,5.4,5.3,5.5,6.5,6.4,6.6
,"Sigmoid Colon","21048","2022","2022","Male","M",14564,164963406,7.6,7.5,7.8,8.8,8.7,9.0
,"Large Intestine, NOS","21049","1999","1999","Female","F",5006,140394214,3.1,3.0,3.2,3.6,3.5,3.7
,"Large Intestine, NOS","21049","1999","1999","Male","M",4636,135067134,4.2,4.1,4.3,3.4,3.3,3.5
,"Large Intestine, NOS","21049","2000","2000","Female","F",5130,141865770,3.1,3.0,3.2,3.6,3.5,3.7
,"Large Intestine, NOS","21049","2000","2000","Male","M",4663,136692444,4.1,4.0,4.2,3.4,3.3,3.5
,"Large Intestine, NOS","21049","2001","2001","Female","F",4839,143603977,2.9,2.8,3.0,3.4,3.3,3.5
,"Large Intestine, NOS","21049","2001","2001","Male","M",4493,138511984,3.9,3.8,4.0,3.2,3.1,3.3
,"Large Intestine, NOS","21049","2002","2002","Female","F",4786,144919222,2.8,2.8,2.9,3.3,3.2,3.4
,"Large Intestine, NOS","21049","2002","2002","Male","M",4444,139847290,3.8,3.7,3.9,3.2,3.1,3.3
,"Large Intestine, NOS","21049","2003","2003","Female","F",4918,147679036,2.9,2.8,2.9,3.3,3.2,3.4
,"Large Intestine, NOS","21049","2003","2003","Male","M",4596,142428897,3.8,3.7,3.9,3.2,3.1,3.3
,"Large Intestine, NOS","21049","2004","2004","Female","F",4455,148977286,2.6,2.5,2.6,3.0,2.9,3.1
,"Large Intestine, NOS","21049","2004","2004","Male","M",4229,143828012,3.4,3.3,3.5,2.9,2.9,3.0
,"Large Intestine, NOS","21049","2005","2005","Female","F",4711,150213467,2.6,2.6,2.7,3.1,3.0,3.2
,"Large Intestine, NOS","21049","2005","2005","Male","M",4281,145099195,3.4,3.3,3.5,3.0,2.9,3.0
,"Large Intestine, NOS","21049","2006","2006","Female","F",4478,151732647,2.5,2.4,2.6,3.0,2.9,3.0
,"Large Intestine, NOS","21049","2006","2006","Male","M",4165,146647265,3.2,3.1,3.3,2.8,2.8,2.9
,"Large Intestine, NOS","21049","2007","2007","Female","F",4257,153166353,2.3,2.2,2.4,2.8,2.7,2.9
,"Large Intestine, NOS","21049","2007","2007","Male","M",4040,148064854,3.0,2.9,3.1,2.7,2.6,2.8
,"Large Intestine, NOS","21049","2008","2008","Female","F",4256,154604015,2.3,2.2,2.3,2.8,2.7,2.8
,"Large Intestine, NOS","21049","2008","2008","Male","M",4274,149489951,3.1,3.0,3.2,2.9,2.8,2.9
,"Large Intestine, NOS","21049","2009","2009","Female","F",4251,155964075,2.2,2.2,2.3,2.7,2.6,2.8
,"Large Intestine, NOS","21049","2009","2009","Male","M",4003,150807454,2.8,2.8,2.9,2.7,2.6,2.7
,"Large Intestine, NOS","21049","2010","2010","Female","F",4151,157253830,2.1,2.1,2.2,2.6,2.6,2.7
,"Large Intestine, NOS","21049","2010","2010","Male","M",4085,152125599,2.8,2.7,2.9,2.7,2.6,2.8
,"Large Intestine, NOS","21049","2011","2011","Female","F",4050,158391404,2.1,2.0,2.1,2.6,2.5,2.6
,"Large Intestine, NOS","21049","2011","2011","Male","M",4029,153455676,2.7,2.6,2.8,2.6,2.5,2.7
,"Large Intestine, NOS","21049","2012","2012","Female","F",4182,159515612,2.1,2.0,2.2,2.6,2.5,2.7
,"Large Intestine, NOS","21049","2012","2012","Male","M",4066,154834274,2.7,2.6,2.7,2.6,2.5,2.7
,"Large Intestine, NOS","21049","2013","2013","Female","F",4138,160594100,2.1,2.0,2.1,2.6,2.5,2.7
,"Large Intestine, NOS","21049","2013","2013","Male","M",4163,156146649,2.7,2.6,2.8,2.7,2.6,2.7
,"Large Intestine, NOS","21049","2014","2014","Female","F",4299,161749260,2.1,2.0,2.2,2.7,2.6,2.7
,"Large Intestine, NOS","21049","2014","2014","Male","M",4393,157523496,2.7,2.7,2.8,2.8,2.7,2.9
,"Large Intestine, NOS","21049","2015","2015","Female","F",4314,162903023,2.1,2.0,2.1,2.6,2.6,2.7
,"Large Intestine, NOS","21049","2015","2015","Male","M",4255,158933091,2.6,2.5,2.7,2.7,2.6,2.8
,"Large Intestine, NOS","21049","2016","2016","Female","F",4156,164062463,2.0,1.9,2.0,2.5,2.5,2.6
,"Large Intestine, NOS","21049","2016","2016","Male","M",4260,160310087,2.5,2.5,2.6,2.7,2.6,2.7
,"Large Intestine, NOS","21049","2017","2017","Female","F",4138,165084845,1.9,1.9,2.0,2.5,2.4,2.6
,"Large Intestine, NOS","21049","2017","2017","Male","M",4150,161530177,2.4,2.4,2.5,2.6,2.5,2.6
,"Large Intestine, NOS","21049","2018","2018","Female","F",4339,165957528,2.0,2.0,2.1,2.6,2.5,2.7
,"Large Intestine, NOS","21049","2018","2018","Male","M",4624,162577729,2.7,2.6,2.7,2.8,2.8,2.9
,"Large Intestine, NOS","21049","2019","2019","Female","F",4234,166720399,1.9,1.9,2.0,2.5,2.5,2.6
,"Large Intestine, NOS","21049","2019","2019","Male","M",4498,163511718,2.5,2.4,2.6,2.8,2.7,2.8
,"Large Intestine, NOS","21049","2020","2020","Female","F",4075,167308759,1.8,1.8,1.9,2.4,2.4,2.5
,"Large Intestine, NOS","21049","2020","2020","Male","M",4264,164218174,2.3,2.3,2.4,2.6,2.5,2.7
,"Large Intestine, NOS","21049","2021","2021","Female","F",4216,167630750,1.9,1.8,1.9,2.5,2.4,2.6
,"Large Intestine, NOS","21049","2021","2021","Male","M",4438,164418227,2.4,2.3,2.5,2.7,2.6,2.8
,"Large Intestine, NOS","21049","2022","2022","Female","F",4050,168308005,1.8,1.7,1.8,2.4,2.3,2.5
,"Large Intestine, NOS","21049","2022","2022","Male","M",4383,164963406,2.3,2.3,2.4,2.7,2.6,2.7
,"Rectum and Rectosigmoid Junction","21051-21052","1999","1999","Female","F",17950,140394214,11.7,11.5,11.9,12.8,12.6,13.0
,"Rectum and Rectosigmoid Junction","21051-21052","1999","1999","Male","M",22916,135067134,19.5,19.3,19.8,17.0,16.7,17.2
,"Rectum and Rectosigmoid Junction","21051-21052","2000","2000","Female","F",17818,141865770,11.5,11.3,11.6,12.6,12.4,12.7
,"Rectum and Rectosigmoid Junction","21051-21052","2000","2000","Male","M",23376,136692444,19.5,19.2,19.7,17.1,16.9,17.3
,"Rectum and Rectosigmoid Junction","21051-21052","2001","2001","Female","F",17907,143603977,11.4,11.2,11.5,12.5,12.3,12.7
,"Rectum and Rectosigmoid Junction","21051-21052","2001","2001","Male","M",23302,138511984,19.0,18.7,19.2,16.8,16.6,17.0
,"Rectum and Rectosigmoid Junction","21051-21052","2002","2002","Female","F",17627,144919222,11.0,10.9,11.2,12.2,12.0,12.3
,"Rectum and Rectosigmoid Junction","21051-21052","2002","2002","Male","M",23257,139847290,18.5,18.2,18.7,16.6,16.4,16.8
,"Rectum and Rectosigmoid Junction","21051-21052","2003","2003","Female","F",17833,147679036,10.9,10.7,11.1,12.1,11.9,12.3
,"Rectum and Rectosigmoid Junction","21051-21052","2003","2003","Male","M",23584,142428897,18.1,17.9,18.4,16.6,16.3,16.8
,"Rectum and Rectosigmoid Junction","21051-21052","2004","2004","Female","F",17783,148977286,10.7,10.6,10.9,11.9,11.8,12.1
,"Rectum and Rectosigmoid Junction","21051-21052","2004","2004","Male","M",23519,143828012,17.7,17.4,17.9,16.4,16.1,16.6
,"Rectum and Rectosigmoid Junction","21051-21052","2005","2005","Female","F",17618,150213467,10.5,10.3,10.6,11.7,11.6,11.9
,"Rectum and Rectosigmoid Junction","21051-21052","2005","2005","Male","M",23824,145099195,17.4,17.2,17.7,16.4,16.2,16.6
,"Rectum and Rectosigmoid Junction","21051-21052","2006","2006","Female","F",17567,151732647,10.3,10.1,10.4,11.6,11.4,11.8
,"Rectum and Rectosigmoid Junction","21051-21052","2006","2006","Male","M",23200,146647265,16.6,16.4,16.8,15.8,15.6,16.0
,"Rectum and Rectosigmoid Junction","21051-21052","2007","2007","Female","F",17482,153166353,10.1,9.9,10.2,11.4,11.2,11.6
,"Rectum and Rectosigmoid Junction","21051-21052","2007","2007","Male","M",23557,148064854,16.4,16.2,16.6,15.9,15.7,16.1
,"Rectum and Rectosigmoid Junction","21051-21052","2008","2008","Female","F",17225,154604015,9.7,9.6,9.9,11.1,11.0,11.3
,"Rectum and Rectosigmoid Junction","21051-21052","2008","2008","Male","M",23517,149489951,16.0,15.7,16.2,15.7,15.5,15.9
,"Rectum and Rectosigmoid Junction","21051-21052","2009","2009","Female","F",16978,155964075,9.5,9.3,9.6,10.9,10.7,11.1
,"Rectum and Rectosigmoid Junction","21051-21052","2009","2009","Male","M",23559,150807454,15.6,15.4,15.8,15.6,15.4,15.8
,"Rectum and Rectosigmoid Junction","21051-21052","2010","2010","Female","F",16764,157253830,9.2,9.0,9.3,10.7,10.5,10.8
,"Rectum and Rectosigmoid Junction","21051-21052","2010","2010","Male","M",22952,152125599,14.8,14.6,15.0,15.1,14.9,15.3
,"Rectum and Rectosigmoid Junction","21051-21052","2011","2011","Female","F",16562,158391404,8.9,8.8,9.1,10.5,10.3,10.6
,"Rectum and Rectosigmoid Junction","21051-21052","2011","2011","Male","M",23094,153455676,14.6,14.4,14.8,15.0,14.9,15.2
,"Rectum and Rectosigmoid Junction","21051-21052","2012","2012","Female","F",16551,159515612,8.8,8.7,9.0,10.4,10.2,10.5
,"Rectum and Rectosigmoid Junction","21051-21052","2012","2012","Male","M",23531,154834274,14.4,14.3,14.6,15.2,15.0,15.4
,"Rectum and Rectosigmoid Junction","21051-21052","2013","2013","Female","F",16752,160594100,8.8,8.7,8.9,10.4,10.3,10.6
,"Rectum and Rectosigmoid Junction","21051-21052","2013","2013","Male","M",23723,156146649,14.2,14.1,14.4,15.2,15.0,15.4
,"Rectum and Rectosigmoid Junction","21051-21052","2014","2014","Female","F",17303,161749260,9.0,8.9,9.1,10.7,10.5,10.9
,"Rectum and Rectosigmoid Junction","21051-21052","2014","2014","Male","M",24501,157523496,14.4,14.2,14.5,15.6,15.4,15.7
,"Rectum and Rectosigmoid Junction","21051-21052","2015","2015","Female","F",17223,162903023,8.8,8.7,9.0,10.6,10.4,10.7
,"Rectum and Rectosigmoid Junction","21051-21052","2015","2015","Male","M",24819,158933091,14.3,14.1,14.5,15.6,15.4,15.8
,"Rectum and Rectosigmoid Junction","21051-21052","2016","2016","Female","F",17457,164062463,8.8,8.7,9.0,10.6,10.5,10.8
